NUM_CTE,OFER_6M,NUM_OFER,FRESCURA
1-363766-ET,1.0,2.0,Fresco    
1-701058-KN,4.0,6.0,Regular   
1-839596-N[,3.0,6.0,Regular   
1-899573-JH,2.0,5.0,Irregular 
1-543340-K\,3.0,5.0,Regular   
1-523602-WV,3.0,7.0,Regular   
1-381925-WA,4.0,7.0,Regular   
1-394683-VZ,4.0,8.0,Regular   
1-474029-UK,4.0,6.0,Regular   
1-134124-PJ,2.0,2.0,Irregular 
1-160203-FH,2.0,4.0,Irregular 
1-705783-ZA,4.0,6.0,Regular   
1-745593-QW,4.0,10.0,Regular   
1-362110-BI,2.0,4.0,Irregular 
1-775340-MB,2.0,3.0,Irregular 
1-667142-UW,3.0,4.0,Regular   
1-337989-WF,3.0,9.0,Regular   
1-522049-AE,2.0,4.0,Irregular 
1-780467-PO,4.0,8.0,Regular   
1-213125-YL,3.0,5.0,Regular   
1-187229-OZ,4.0,11.0,Regular   
1-373053-AA,4.0,11.0,Regular   
1-524939-ZI,4.0,8.0,Regular   
1-162781-[P,3.0,3.0,Regular   
1-721693-KD,4.0,12.0,Regular   
1-377949-QZ,1.0,1.0,Fresco    
1-142252-UO,2.0,2.0,Irregular 
1-776614-WR,2.0,2.0,Irregular 
1-993215-HF,3.0,8.0,Regular   
1-338949-ZW,2.0,6.0,Irregular 
1-353906-KO,4.0,8.0,Regular   
1-508172-OX,2.0,4.0,Irregular 
1-954991-IB,3.0,3.0,Regular   
1-703853-QJ,4.0,11.0,Regular   
1-945914-[J,4.0,7.0,Regular   
1-655221-KP,2.0,4.0,Irregular 
1-581185-HA,1.0,2.0,Fresco    
1-295439-UX,4.0,8.0,Regular   
1-449527-YT,4.0,7.0,Regular   
1-303303-FC,4.0,11.0,Regular   
1-237252-UN,3.0,3.0,Regular   
1-520584-PY,4.0,8.0,Regular   
1-168276-K[,2.0,2.0,Irregular 
1-351710-BW,3.0,7.0,Regular   
1-338208-RG,4.0,7.0,Regular   
1-645077-UN,1.0,1.0,Fresco    
1-450933-IV,4.0,9.0,Regular   
1-372973-[H,3.0,3.0,Regular   
1-919001-A[,1.0,2.0,Fresco    
1-876130-YZ,4.0,7.0,Regular   
1-537479-Z[,2.0,4.0,Irregular 
1-398000-GC,4.0,12.0,Regular   
1-587719-AM,3.0,8.0,Regular   
1-513897-[P,2.0,3.0,Irregular 
1-125050-K\,4.0,12.0,Regular   
1-110211-NI,4.0,10.0,Regular   
1-914239-LQ,4.0,9.0,Regular   
1-911766-C[,4.0,12.0,Regular   
1-269996-CL,4.0,12.0,Regular   
1-489317-ZP,4.0,5.0,Regular   
1-835593-FS,4.0,11.0,Regular   
1-461757-E\,4.0,8.0,Regular   
1-953670-YF,2.0,4.0,Irregular 
1-781031-DW,4.0,4.0,Regular   
1-371187-AZ,4.0,12.0,Regular   
1-530206-QQ,4.0,4.0,Regular   
1-610877-AM,4.0,9.0,Regular   
1-856227-IJ,4.0,7.0,Regular   
1-249623-N[,3.0,6.0,Regular   
1-122285-JD,3.0,6.0,Regular   
1-454615-WJ,4.0,12.0,Regular   
1-537392-GK,2.0,2.0,Irregular 
1-315307-PI,3.0,8.0,Regular   
1-853504-AR,1.0,1.0,Fresco    
1-186383-GA,3.0,4.0,Regular   
1-894354-UH,1.0,1.0,Fresco    
1-223023-BE,1.0,1.0,Fresco    
1-829110-QQ,1.0,2.0,Fresco    
1-249431-GO,1.0,2.0,Fresco    
1-273394-JR,3.0,3.0,Regular   
1-398924-GP,1.0,1.0,Fresco    
1-815329-RG,2.0,2.0,Irregular 
1-659079-L\,4.0,8.0,Regular   
1-529792-IZ,4.0,8.0,Regular   
1-755130-XA,4.0,11.0,Regular   
1-254134-LM,3.0,5.0,Regular   
1-673172-LX,1.0,2.0,Fresco    
1-376726-DW,2.0,2.0,Irregular 
1-518447-BI,1.0,2.0,Fresco    
1-600532-CF,4.0,10.0,Regular   
1-586170-KS,2.0,3.0,Irregular 
1-829199-NP,3.0,4.0,Regular   
1-739895-LI,3.0,6.0,Regular   
1-888702-UY,3.0,4.0,Regular   
1-380384-ZG,4.0,6.0,Regular   
1-601544-WR,4.0,7.0,Regular   
1-648631-P[,2.0,3.0,Irregular 
1-151288-BE,2.0,2.0,Irregular 
1-996047-GG,3.0,3.0,Regular   
1-434356-QJ,2.0,4.0,Irregular 
1-198338-SS,1.0,2.0,Fresco    
1-466158-RG,1.0,1.0,Fresco    
1-493852-FC,3.0,6.0,Regular   
1-702831-IB,4.0,10.0,Regular   
1-123291-[F,4.0,9.0,Regular   
1-219924-M[,3.0,5.0,Regular   
1-534255-YA,2.0,6.0,Irregular 
1-984195-[W,2.0,5.0,Irregular 
1-408323-[A,4.0,8.0,Regular   
1-431974-CJ,3.0,3.0,Regular   
1-192412-PD,2.0,2.0,Irregular 
1-872830-BR,3.0,6.0,Regular   
1-681914-MA,2.0,6.0,Irregular 
1-285133-IU,1.0,1.0,Fresco    
1-836688-CP,4.0,12.0,Regular   
1-287276-SK,1.0,1.0,Fresco    
1-930747-B[,3.0,5.0,Regular   
1-232561-LG,1.0,2.0,Fresco    
1-797070-ON,4.0,8.0,Regular   
1-241601-[G,2.0,3.0,Irregular 
1-860030-EL,4.0,11.0,Regular   
1-705552-KC,4.0,6.0,Regular   
1-149393-PX,2.0,6.0,Irregular 
1-263763-NX,2.0,5.0,Irregular 
1-553513-KF,4.0,12.0,Regular   
1-238782-EE,2.0,2.0,Irregular 
1-355499-YX,1.0,1.0,Fresco    
1-601683-IO,1.0,1.0,Fresco    
1-391982-ZB,4.0,10.0,Regular   
1-478454-[H,4.0,4.0,Regular   
1-550725-JB,4.0,12.0,Regular   
1-890774-NN,4.0,7.0,Regular   
1-825278-ZP,4.0,12.0,Regular   
1-210951-ZN,2.0,4.0,Irregular 
1-450781-[H,4.0,8.0,Regular   
1-794598-XV,2.0,5.0,Irregular 
1-538699-UK,4.0,12.0,Regular   
1-327479-DW,3.0,3.0,Regular   
1-424767-XE,2.0,4.0,Irregular 
1-732925-KG,4.0,4.0,Regular   
1-484194-KU,2.0,3.0,Irregular 
1-511690-VM,2.0,6.0,Irregular 
1-387568-[B,4.0,8.0,Regular   
1-125518-YV,2.0,2.0,Irregular 
1-638759-[X,4.0,7.0,Regular   
1-211493-VF,4.0,11.0,Regular   
1-294800-UH,4.0,9.0,Regular   
1-406791-GJ,3.0,6.0,Regular   
1-668688-VP,4.0,7.0,Regular   
1-682159-FE,4.0,11.0,Regular   
1-539853-YN,4.0,12.0,Regular   
1-726088-HA,3.0,9.0,Regular   
1-938226-CV,3.0,3.0,Regular   
1-702869-YR,4.0,4.0,Regular   
1-109093-YR,4.0,6.0,Regular   
1-712974-CX,4.0,6.0,Regular   
1-581454-GY,2.0,4.0,Irregular 
1-417120-KA,2.0,2.0,Irregular 
1-860363-SJ,3.0,6.0,Regular   
1-116353-PO,2.0,6.0,Irregular 
1-972566-GW,1.0,3.0,Fresco    
1-358104-[G,2.0,3.0,Irregular 
1-822089-NQ,1.0,2.0,Fresco    
1-390577-F\,4.0,8.0,Regular   
1-770431-GW,4.0,7.0,Regular   
1-871410-AI,1.0,2.0,Fresco    
1-232057-IA,4.0,8.0,Regular   
1-674839-DX,3.0,9.0,Regular   
1-478833-E[,4.0,6.0,Regular   
1-518163-[F,4.0,8.0,Regular   
1-209390-[Z,4.0,4.0,Regular   
1-956848-CN,2.0,4.0,Irregular 
1-151265-ML,1.0,1.0,Fresco    
1-895627-RK,3.0,8.0,Regular   
1-273351-YL,2.0,7.0,Irregular 
1-729111-W\,2.0,4.0,Irregular 
1-739475-HQ,4.0,8.0,Regular   
1-544851-IK,4.0,8.0,Regular   
1-509006-XJ,4.0,12.0,Regular   
1-468592-PV,2.0,5.0,Irregular 
1-720793-NI,3.0,7.0,Regular   
1-165794-HA,1.0,2.0,Fresco    
1-716994-KH,3.0,4.0,Regular   
1-125930-RL,1.0,2.0,Fresco    
1-377594-VV,4.0,4.0,Regular   
1-197235-WM,4.0,6.0,Regular   
1-422826-TS,4.0,4.0,Regular   
1-424556-RD,2.0,2.0,Irregular 
1-300994-QD,4.0,11.0,Regular   
1-226539-SP,1.0,2.0,Fresco    
1-949398-KB,4.0,8.0,Regular   
1-859862-LK,3.0,3.0,Regular   
1-230523-XY,1.0,1.0,Fresco    
1-243546-R\,3.0,5.0,Regular   
1-744944-GL,2.0,2.0,Irregular 
1-218462-YX,1.0,1.0,Fresco    
1-748905-UQ,4.0,8.0,Regular   
1-610138-OF,4.0,7.0,Regular   
1-992240-OG,1.0,1.0,Fresco    
1-592983-LR,4.0,9.0,Regular   
1-772605-ZI,4.0,6.0,Regular   
1-674845-PX,4.0,7.0,Regular   
1-409844-PP,4.0,10.0,Regular   
1-384958-IS,4.0,5.0,Regular   
1-353427-QR,4.0,12.0,Regular   
1-722597-XK,2.0,6.0,Irregular 
1-636980-HV,3.0,5.0,Regular   
1-712913-MS,2.0,2.0,Irregular 
1-935082-WQ,4.0,7.0,Regular   
1-643486-AL,4.0,12.0,Regular   
1-667166-QE,1.0,2.0,Fresco    
1-304939-MX,4.0,11.0,Regular   
1-699556-FK,2.0,2.0,Irregular 
1-747564-AT,4.0,9.0,Regular   
1-557858-LT,4.0,8.0,Regular   
1-355893-AC,2.0,6.0,Irregular 
1-822229-XU,4.0,7.0,Regular   
1-174414-Q\,3.0,6.0,Regular   
1-512963-KQ,3.0,7.0,Regular   
1-744702-IR,4.0,8.0,Regular   
1-290114-VQ,4.0,12.0,Regular   
1-430132-XU,1.0,3.0,Fresco    
1-461242-T\,4.0,8.0,Regular   
1-825939-SH,4.0,11.0,Regular   
1-117387-T\,4.0,7.0,Regular   
1-783140-GU,2.0,4.0,Irregular 
1-225641-H\,4.0,8.0,Regular   
1-764537-[Y,1.0,2.0,Fresco    
1-468450-MG,3.0,7.0,Regular   
1-890173-YF,1.0,1.0,Fresco    
1-664708-OW,4.0,12.0,Regular   
1-363817-KH,4.0,7.0,Regular   
1-685915-OU,4.0,7.0,Regular   
1-586751-KN,4.0,12.0,Regular   
1-304866-PG,3.0,5.0,Regular   
1-815553-SN,4.0,10.0,Regular   
1-822272-TZ,4.0,12.0,Regular   
1-198226-FG,3.0,5.0,Regular   
1-581897-XM,4.0,8.0,Regular   
1-910080-YA,1.0,1.0,Fresco    
1-821393-BP,4.0,8.0,Regular   
1-370925-VB,2.0,2.0,Irregular 
1-106356-UN,4.0,4.0,Regular   
1-773892-AL,2.0,5.0,Irregular 
1-850766-BD,4.0,8.0,Regular   
1-287797-K\,1.0,3.0,Fresco    
1-358423-TU,1.0,3.0,Fresco    
1-342880-KT,2.0,3.0,Irregular 
1-961295-NK,2.0,3.0,Irregular 
1-975890-DQ,1.0,1.0,Fresco    
1-257547-HF,4.0,12.0,Regular   
1-942208-NB,2.0,4.0,Irregular 
1-629356-IM,4.0,10.0,Regular   
1-459605-ZI,4.0,9.0,Regular   
1-683547-VB,4.0,12.0,Regular   
1-301843-MX,1.0,3.0,Fresco    
1-247258-UD,1.0,2.0,Fresco    
1-699189-IG,4.0,8.0,Regular   
1-306934-JH,4.0,7.0,Regular   
1-835084-NM,2.0,4.0,Irregular 
1-357687-TK,4.0,8.0,Regular   
1-541252-NI,4.0,5.0,Regular   
1-634173-TG,4.0,8.0,Regular   
1-425527-AM,2.0,2.0,Irregular 
1-466125-VA,2.0,3.0,Irregular 
1-799500-NB,2.0,2.0,Irregular 
1-305392-LM,3.0,4.0,Regular   
1-538725-VW,4.0,4.0,Regular   
1-506841-UB,1.0,2.0,Fresco    
1-845469-TN,4.0,6.0,Regular   
1-910794-FH,4.0,6.0,Regular   
1-629694-PP,4.0,12.0,Regular   
1-738025-QT,4.0,7.0,Regular   
1-445867-PJ,1.0,3.0,Fresco    
1-379889-GS,2.0,6.0,Irregular 
1-408245-OG,4.0,7.0,Regular   
1-979168-LD,4.0,6.0,Regular   
1-519445-MQ,4.0,8.0,Regular   
1-138908-WY,4.0,12.0,Regular   
1-533256-EX,2.0,2.0,Irregular 
1-943996-PY,1.0,1.0,Fresco    
1-708546-BN,4.0,7.0,Regular   
1-357104-RL,2.0,4.0,Irregular 
1-271407-WV,2.0,5.0,Irregular 
1-596956-PH,4.0,4.0,Regular   
1-588977-HV,2.0,2.0,Irregular 
1-354899-TF,2.0,6.0,Irregular 
1-831230-E[,4.0,12.0,Regular   
1-579983-BT,2.0,6.0,Irregular 
1-158171-PX,3.0,5.0,Regular   
1-339415-DW,1.0,2.0,Fresco    
1-926173-WA,1.0,1.0,Fresco    
1-334497-DE,2.0,2.0,Irregular 
1-370210-EE,4.0,9.0,Regular   
1-835495-G\,3.0,6.0,Regular   
1-733440-UD,4.0,4.0,Regular   
1-950472-DX,2.0,6.0,Irregular 
1-625181-XG,1.0,2.0,Fresco    
1-359695-UR,3.0,7.0,Regular   
1-219757-LF,4.0,6.0,Regular   
1-831610-UZ,4.0,8.0,Regular   
1-121182-PN,4.0,11.0,Regular   
1-174820-BY,4.0,8.0,Regular   
1-855975-[G,3.0,5.0,Regular   
1-215893-SC,3.0,6.0,Regular   
1-972897-XV,4.0,6.0,Regular   
1-773527-RK,2.0,4.0,Irregular 
1-548329-KM,3.0,3.0,Regular   
1-904262-VC,4.0,8.0,Regular   
1-545774-CY,4.0,10.0,Regular   
1-936997-PW,4.0,6.0,Regular   
1-815858-FH,4.0,9.0,Regular   
1-705173-UG,2.0,4.0,Irregular 
1-914707-WE,2.0,4.0,Irregular 
1-445103-D\,4.0,10.0,Regular   
1-625306-AF,2.0,4.0,Irregular 
1-109143-KS,4.0,4.0,Regular   
1-159688-PR,4.0,9.0,Regular   
1-592618-DI,2.0,3.0,Irregular 
1-134647-UX,3.0,6.0,Regular   
1-698009-BF,3.0,5.0,Regular   
1-873887-QE,2.0,4.0,Irregular 
1-915762-GQ,4.0,8.0,Regular   
1-912175-JG,4.0,11.0,Regular   
1-750673-TO,1.0,1.0,Fresco    
1-442193-WO,2.0,4.0,Irregular 
1-417535-KU,4.0,11.0,Regular   
1-886254-XK,4.0,6.0,Regular   
1-226691-J[,2.0,2.0,Irregular 
1-823072-KV,3.0,4.0,Regular   
1-354538-F[,3.0,5.0,Regular   
1-906392-PN,4.0,12.0,Regular   
1-441427-GZ,3.0,7.0,Regular   
1-753906-EN,2.0,2.0,Irregular 
1-186937-[B,3.0,5.0,Regular   
1-598205-BT,4.0,8.0,Regular   
1-597477-BM,4.0,4.0,Regular   
1-822154-HG,4.0,12.0,Regular   
1-973701-TC,4.0,7.0,Regular   
1-600384-CB,4.0,8.0,Regular   
1-541015-RD,2.0,4.0,Irregular 
1-973855-GJ,4.0,12.0,Regular   
1-883850-JZ,4.0,6.0,Regular   
1-165964-TL,4.0,7.0,Regular   
1-984654-DG,3.0,8.0,Regular   
1-834947-O\,3.0,6.0,Regular   
1-318681-GX,2.0,4.0,Irregular 
1-362265-P\,2.0,2.0,Irregular 
1-729482-BB,2.0,2.0,Irregular 
1-125572-AT,4.0,11.0,Regular   
1-413233-AC,4.0,10.0,Regular   
1-105321-VL,3.0,6.0,Regular   
1-718244-MZ,2.0,3.0,Irregular 
1-326569-FR,2.0,6.0,Irregular 
1-935681-EV,4.0,10.0,Regular   
1-186927-Y[,4.0,8.0,Regular   
1-282533-[S,4.0,5.0,Regular   
1-451045-YZ,3.0,3.0,Regular   
1-301588-DX,2.0,3.0,Irregular 
1-910194-FM,4.0,10.0,Regular   
1-116543-RO,4.0,10.0,Regular   
1-955581-OL,1.0,2.0,Fresco    
1-311274-KO,2.0,5.0,Irregular 
1-231148-UZ,2.0,6.0,Irregular 
1-203460-WC,4.0,8.0,Regular   
1-922737-BO,4.0,8.0,Regular   
1-457694-VB,4.0,10.0,Regular   
1-926793-E[,3.0,6.0,Regular   
1-337235-PE,1.0,1.0,Fresco    
1-746434-AU,4.0,10.0,Regular   
1-850491-FI,3.0,4.0,Regular   
1-322968-LI,4.0,6.0,Regular   
1-900660-IZ,4.0,8.0,Regular   
1-557149-LF,1.0,1.0,Fresco    
1-316064-UX,4.0,7.0,Regular   
1-654706-CK,1.0,1.0,Fresco    
1-648927-LU,4.0,6.0,Regular   
1-762747-TS,4.0,12.0,Regular   
1-921594-FA,4.0,12.0,Regular   
1-362385-UA,1.0,1.0,Fresco    
1-327848-UO,4.0,12.0,Regular   
1-117450-WM,3.0,4.0,Regular   
1-624690-WP,3.0,9.0,Regular   
1-389738-RW,4.0,8.0,Regular   
1-685222-XC,2.0,3.0,Irregular 
1-897168-FS,4.0,7.0,Regular   
1-710597-MY,3.0,7.0,Regular   
1-951591-JC,1.0,1.0,Fresco    
1-891752-QI,4.0,8.0,Regular   
1-510449-JU,2.0,3.0,Irregular 
1-875675-AW,3.0,8.0,Regular   
1-272099-OK,4.0,9.0,Regular   
1-200263-EF,2.0,4.0,Irregular 
1-741277-WL,3.0,9.0,Regular   
1-193957-VW,3.0,4.0,Regular   
1-611372-PA,4.0,8.0,Regular   
1-252028-DZ,2.0,5.0,Irregular 
1-945811-N\,4.0,7.0,Regular   
1-115169-OV,3.0,7.0,Regular   
1-433901-ZS,3.0,8.0,Regular   
1-418432-DZ,2.0,3.0,Irregular 
1-109299-WP,4.0,13.0,Regular   
1-856946-OQ,3.0,9.0,Regular   
1-587256-WI,1.0,2.0,Fresco    
1-102103-AF,4.0,6.0,Regular   
1-769043-BZ,1.0,2.0,Fresco    
1-749951-SU,4.0,10.0,Regular   
1-422959-PY,4.0,12.0,Regular   
1-645106-LJ,4.0,5.0,Regular   
1-526562-VG,1.0,2.0,Fresco    
1-663440-FF,3.0,3.0,Regular   
1-938761-OD,4.0,9.0,Regular   
1-537833-HB,4.0,12.0,Regular   
1-816953-TF,2.0,5.0,Irregular 
1-169421-OZ,1.0,1.0,Fresco    
1-179412-AK,3.0,3.0,Regular   
1-643410-OV,4.0,11.0,Regular   
1-247476-NB,4.0,12.0,Regular   
1-492136-PM,4.0,12.0,Regular   
1-243664-OM,4.0,12.0,Regular   
1-901995-BM,4.0,8.0,Regular   
1-982843-UM,4.0,10.0,Regular   
1-474899-UD,1.0,2.0,Fresco    
1-832486-ZE,4.0,5.0,Regular   
1-655157-GZ,4.0,12.0,Regular   
1-451545-FI,2.0,2.0,Irregular 
1-246135-[C,4.0,8.0,Regular   
1-400406-GH,1.0,1.0,Fresco    
1-886741-EU,4.0,12.0,Regular   
1-582819-VE,2.0,4.0,Irregular 
1-432692-TQ,1.0,2.0,Fresco    
1-966924-FQ,4.0,12.0,Regular   
1-691925-YH,2.0,4.0,Irregular 
1-194006-SG,2.0,3.0,Irregular 
1-775804-AD,4.0,4.0,Regular   
1-959534-DC,2.0,2.0,Irregular 
1-177190-SZ,2.0,4.0,Irregular 
1-681130-PV,3.0,9.0,Regular   
1-636711-UA,4.0,8.0,Regular   
1-786526-JT,4.0,5.0,Regular   
1-906135-KE,2.0,2.0,Irregular 
1-285660-HH,4.0,8.0,Regular   
1-355678-OD,3.0,5.0,Regular   
1-130747-XX,3.0,6.0,Regular   
1-870577-HA,3.0,4.0,Regular   
1-952534-LC,3.0,9.0,Regular   
1-153563-PL,2.0,9.0,Irregular 
1-563889-IF,4.0,10.0,Regular   
1-603101-MT,1.0,1.0,Fresco    
1-810207-QL,1.0,2.0,Fresco    
1-656125-Q[,2.0,4.0,Irregular 
1-230082-F\,1.0,1.0,Fresco    
1-319678-JE,3.0,6.0,Regular   
1-343720-DY,4.0,8.0,Regular   
1-332433-ZG,3.0,6.0,Regular   
1-655802-X\,1.0,2.0,Fresco    
1-925686-VJ,1.0,1.0,Fresco    
1-274691-RR,3.0,7.0,Regular   
1-256379-GG,4.0,11.0,Regular   
1-742172-E[,4.0,7.0,Regular   
1-716563-ZT,4.0,12.0,Regular   
1-459171-EZ,3.0,7.0,Regular   
1-262621-HM,3.0,3.0,Regular   
1-367776-B[,3.0,6.0,Regular   
1-475368-KF,2.0,4.0,Irregular 
1-925099-WH,4.0,9.0,Regular   
1-843761-DI,4.0,8.0,Regular   
1-501650-NW,4.0,8.0,Regular   
1-209632-KO,2.0,2.0,Irregular 
1-945964-OU,2.0,4.0,Irregular 
1-200768-NB,3.0,6.0,Regular   
1-813542-ER,4.0,12.0,Regular   
1-129628-TW,4.0,9.0,Regular   
1-605857-YE,4.0,6.0,Regular   
1-273657-RL,3.0,4.0,Regular   
1-727928-IZ,4.0,8.0,Regular   
1-986983-SW,4.0,6.0,Regular   
1-241751-[K,4.0,12.0,Regular   
1-124593-FD,2.0,5.0,Irregular 
1-406130-SU,4.0,12.0,Regular   
1-922904-AN,2.0,4.0,Irregular 
1-966955-CL,4.0,5.0,Regular   
1-115124-AD,4.0,8.0,Regular   
1-499850-DE,4.0,12.0,Regular   
1-738105-DN,2.0,2.0,Irregular 
1-493689-H\,4.0,4.0,Regular   
1-228356-E[,1.0,1.0,Fresco    
1-712393-SN,3.0,3.0,Regular   
1-508702-[J,3.0,3.0,Regular   
1-740122-SF,3.0,3.0,Regular   
1-683044-JX,3.0,3.0,Regular   
1-909803-YO,1.0,1.0,Fresco    
1-727807-WB,4.0,12.0,Regular   
1-347346-HI,2.0,5.0,Irregular 
1-504516-KH,3.0,7.0,Regular   
1-962878-BE,2.0,5.0,Irregular 
1-675434-[Y,2.0,3.0,Irregular 
1-216112-KX,4.0,4.0,Regular   
1-646372-WZ,2.0,4.0,Irregular 
1-607579-GV,4.0,8.0,Regular   
1-164278-ET,3.0,3.0,Regular   
1-942708-AN,4.0,8.0,Regular   
1-897811-TE,1.0,1.0,Fresco    
1-436606-[M,3.0,5.0,Regular   
1-442521-AP,4.0,10.0,Regular   
1-107584-TV,4.0,12.0,Regular   
1-303468-WA,4.0,8.0,Regular   
1-204489-JF,4.0,8.0,Regular   
1-314078-UI,4.0,7.0,Regular   
1-324307-II,3.0,4.0,Regular   
1-353860-YA,4.0,12.0,Regular   
1-809890-IA,2.0,3.0,Irregular 
1-491272-QW,4.0,10.0,Regular   
1-849390-[G,3.0,9.0,Regular   
1-143926-GF,4.0,11.0,Regular   
1-152944-FD,2.0,4.0,Irregular 
1-450914-GS,3.0,8.0,Regular   
1-843672-RI,3.0,8.0,Regular   
1-209847-LF,4.0,4.0,Regular   
1-515288-ZD,2.0,2.0,Irregular 
1-335040-MR,2.0,4.0,Irregular 
1-652783-C\,1.0,2.0,Fresco    
1-168094-SH,3.0,3.0,Regular   
1-223773-S[,2.0,4.0,Irregular 
1-617280-QN,2.0,2.0,Irregular 
1-147841-U\,3.0,5.0,Regular   
1-293261-MD,3.0,7.0,Regular   
1-995521-WW,1.0,2.0,Fresco    
1-348577-XO,1.0,2.0,Fresco    
1-542732-BJ,3.0,8.0,Regular   
1-244549-WY,3.0,8.0,Regular   
1-298153-XX,2.0,3.0,Irregular 
1-184884-YY,4.0,9.0,Regular   
1-162468-C\,1.0,2.0,Fresco    
1-482165-ZX,4.0,6.0,Regular   
1-428851-AY,4.0,4.0,Regular   
1-968376-MK,1.0,1.0,Fresco    
1-728075-QA,3.0,8.0,Regular   
1-769962-IS,2.0,4.0,Irregular 
1-540137-IU,4.0,12.0,Regular   
1-383481-HQ,2.0,4.0,Irregular 
1-999239-WH,4.0,12.0,Regular   
1-514463-YR,2.0,4.0,Irregular 
1-586737-XF,4.0,8.0,Regular   
1-555920-BZ,2.0,6.0,Irregular 
1-860162-FH,2.0,2.0,Irregular 
1-214681-LQ,4.0,11.0,Regular   
1-815931-QR,3.0,7.0,Regular   
1-197452-LU,3.0,8.0,Regular   
1-128912-RG,4.0,6.0,Regular   
1-715242-AZ,1.0,1.0,Fresco    
1-917626-QW,4.0,10.0,Regular   
1-712970-V\,4.0,8.0,Regular   
1-944877-SO,4.0,12.0,Regular   
1-985669-BX,3.0,4.0,Regular   
1-904926-RB,4.0,6.0,Regular   
1-250590-KG,1.0,2.0,Fresco    
1-919649-X\,2.0,2.0,Irregular 
1-197357-UE,3.0,8.0,Regular   
1-738095-O\,2.0,8.0,Irregular 
1-754238-DU,2.0,3.0,Irregular 
1-896967-RA,3.0,3.0,Regular   
1-229381-LJ,2.0,4.0,Irregular 
1-702601-KW,1.0,1.0,Fresco    
1-748961-LG,2.0,4.0,Irregular 
1-862877-JH,4.0,10.0,Regular   
1-788388-CU,4.0,6.0,Regular   
1-343981-EP,2.0,2.0,Irregular 
1-128336-BC,4.0,7.0,Regular   
1-898295-RR,4.0,11.0,Regular   
1-476852-LC,1.0,1.0,Fresco    
1-583843-NN,3.0,9.0,Regular   
1-568946-TK,4.0,6.0,Regular   
1-420432-O[,2.0,6.0,Irregular 
1-603320-FE,3.0,5.0,Regular   
1-157569-[Q,4.0,11.0,Regular   
1-277174-YJ,1.0,1.0,Fresco    
1-912134-QA,2.0,2.0,Irregular 
1-534207-CY,3.0,6.0,Regular   
1-574180-MI,4.0,7.0,Regular   
1-859393-HJ,1.0,2.0,Fresco    
1-917939-YB,4.0,8.0,Regular   
1-601215-PB,1.0,1.0,Fresco    
1-294833-XS,1.0,3.0,Fresco    
1-599876-PY,4.0,4.0,Regular   
1-909208-HH,3.0,5.0,Regular   
1-730860-IO,4.0,12.0,Regular   
1-768375-WU,4.0,8.0,Regular   
1-462632-QM,2.0,5.0,Irregular 
1-871988-BE,3.0,3.0,Regular   
1-228380-IF,1.0,2.0,Fresco    
1-248627-XN,4.0,12.0,Regular   
1-706437-UG,4.0,4.0,Regular   
1-910506-VJ,2.0,5.0,Irregular 
1-942617-YM,2.0,2.0,Irregular 
1-810873-FG,4.0,6.0,Regular   
1-405257-SD,3.0,6.0,Regular   
1-401058-TB,3.0,9.0,Regular   
1-427388-HJ,4.0,11.0,Regular   
1-233579-KD,4.0,9.0,Regular   
1-838683-MQ,2.0,4.0,Irregular 
1-282375-JZ,4.0,11.0,Regular   
1-809482-IR,2.0,3.0,Irregular 
1-735980-VS,4.0,11.0,Regular   
1-983661-TK,3.0,8.0,Regular   
1-552784-[Q,1.0,1.0,Fresco    
1-541182-WK,2.0,4.0,Irregular 
1-401287-FE,3.0,6.0,Regular   
1-751235-CB,1.0,2.0,Fresco    
1-368197-W\,3.0,3.0,Regular   
1-321857-HW,4.0,8.0,Regular   
1-800533-WN,2.0,6.0,Irregular 
1-339076-XX,4.0,12.0,Regular   
1-107077-XZ,4.0,10.0,Regular   
1-445010-YZ,1.0,1.0,Fresco    
1-557578-WV,2.0,2.0,Irregular 
1-789799-E\,4.0,10.0,Regular   
1-441212-BP,2.0,2.0,Irregular 
1-363765-CN,2.0,4.0,Irregular 
1-186339-MO,4.0,12.0,Regular   
1-230412-UV,3.0,5.0,Regular   
1-643597-QO,4.0,12.0,Regular   
1-747906-DK,4.0,8.0,Regular   
1-858660-KN,4.0,10.0,Regular   
1-552361-AI,4.0,9.0,Regular   
1-757302-ZT,3.0,6.0,Regular   
1-356571-VD,2.0,2.0,Irregular 
1-289990-Y[,1.0,3.0,Fresco    
1-435411-OJ,3.0,6.0,Regular   
1-167294-MK,4.0,8.0,Regular   
1-986588-RG,4.0,9.0,Regular   
1-453604-L\,3.0,4.0,Regular   
1-730108-XO,1.0,1.0,Fresco    
1-513987-FF,3.0,6.0,Regular   
1-606036-AQ,4.0,4.0,Regular   
1-533996-GP,2.0,2.0,Irregular 
1-483673-XC,3.0,7.0,Regular   
1-909446-DV,2.0,5.0,Irregular 
1-677168-WW,3.0,3.0,Regular   
1-455163-LC,2.0,6.0,Irregular 
1-368834-BP,4.0,4.0,Regular   
1-128836-EG,3.0,3.0,Regular   
1-990922-JO,4.0,12.0,Regular   
1-456830-VL,4.0,4.0,Regular   
1-808753-CN,4.0,11.0,Regular   
1-949552-RN,3.0,3.0,Regular   
1-240378-J\,1.0,1.0,Fresco    
1-208511-LM,3.0,9.0,Regular   
1-792360-AM,1.0,1.0,Fresco    
